21/07/2019 - 03:15:48 PM	Derp(Joining/Connecting) connected from the server
21/07/2019 - 03:22:01 PM	BexGasm(Citizen) spawned a 'models/venompapa/wirecd_small.mdl'
21/07/2019 - 03:22:01 PM	BexGasm(Citizen) spawned a 'models/venompapa/wirecd_small.mdl'
21/07/2019 - 03:22:01 PM	jtroll1942(Citizen) spawned a 'models/props_c17/fence03a.mdl'
21/07/2019 - 03:22:05 PM	Big Boi Blumbing(Gun Dealer) changed his team from 'Citizen' to 'Gun Dealer'
21/07/2019 - 03:22:10 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
21/07/2019 - 03:22:26 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
21/07/2019 - 03:22:32 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:22:33 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:22:33 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:22:33 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/props_building_details/storefront_template001a_bars.mdl'
21/07/2019 - 03:22:34 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:22:34 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:22:34 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/props_building_details/storefront_template001a_bars.mdl'
21/07/2019 - 03:22:35 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:22:36 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:22:36 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/props_building_details/storefront_template001a_bars.mdl'
21/07/2019 - 03:22:36 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:22:37 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:22:37 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/props_building_details/storefront_template001a_bars.mdl'
21/07/2019 - 03:22:38 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:22:38 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:22:38 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/props_building_details/storefront_template001a_bars.mdl'
21/07/2019 - 03:22:42 PM	William(Citizen) used 'remover'
21/07/2019 - 03:22:43 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:22:43 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/props_building_details/storefront_template001a_bars.mdl'
21/07/2019 - 03:22:45 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:22:45 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/props_building_details/storefront_template001a_bars.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) used 'duplicator'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/venompapa/wirecd_small.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/props_phx/construct/windows/window1x1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/hunter/plates/plate025x1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/hunter/plates/plate1x1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/props_phx/construct/metal_plate1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/mechanics/robotics/b1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/phxtended/bar1x.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/props_phx/construct/metal_plate1x2.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/props_phx/construct/metal_plate1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/mechanics/robotics/b1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/mechanics/robotics/b1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/venompapa/wirecd_small.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/venompapa/wirecd_small.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/venompapa/wirecd_small.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/hunter/plates/plate1x1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/props_phx/construct/metal_plate1x2.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/hunter/plates/plate1x1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/hunter/plates/plate1x1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/mechanics/robotics/b1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/hunter/misc/platehole1x1a.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/mechanics/robotics/b1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/props_phx/construct/metal_plate1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/props_phx/construct/metal_plate1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/squad/sf_plates/sf_plate4x4.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/venompapa/wirecd_small.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/phxtended/bar1x.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/mechanics/robotics/b1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/hunter/plates/plate025x1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/hunter/plates/plate1x1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/hunter/plates/plate1x1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/hunter/plates/plate1x1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/hunter/plates/plate1.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/venompapa/wirecd_small.mdl'
21/07/2019 - 03:22:47 PM	BexGasm(Citizen) spawned a 'models/venompapa/wirecd_small.mdl'
21/07/2019 - 03:22:58 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube025x1x025.mdl'
21/07/2019 - 03:23:00 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube025x2x025.mdl'
21/07/2019 - 03:23:07 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube025x4x025.mdl'
21/07/2019 - 03:23:11 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube025x2x025.mdl'
21/07/2019 - 03:23:11 PM	jtroll1942(Citizen) used 'advdupe2'
21/07/2019 - 03:23:12 PM	jtroll1942(Citizen) used 'advdupe2'
21/07/2019 - 03:23:12 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube025x3x025.mdl'
21/07/2019 - 03:23:15 PM	jtroll1942(Citizen) used 'advdupe2'
21/07/2019 - 03:23:16 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube025x2x025.mdl'
21/07/2019 - 03:23:17 PM	jtroll1942(Citizen) entered 'AdvDupe2_InitReceiveFile'
21/07/2019 - 03:23:27 PM	jtroll1942(Citizen) used 'advdupe2'
21/07/2019 - 03:23:29 PM	jtroll1942(Citizen) used 'advdupe2'
21/07/2019 - 03:23:31 PM	jtroll1942(Citizen) entered 'AdvDupe2_InitReceiveFile'
21/07/2019 - 03:23:34 PM	jtroll1942(Citizen) used 'advdupe2'
21/07/2019 - 03:23:34 PM	jtroll1942(Citizen) spawned a 'models/props_c17/fence03a.mdl'
21/07/2019 - 03:23:34 PM	jtroll1942(Citizen) spawned a 'models/props_c17/fence03a.mdl'
21/07/2019 - 03:23:34 PM	jtroll1942(Citizen) spawned a 'models/props_c17/fence03a.mdl'
21/07/2019 - 03:23:34 PM	jtroll1942(Citizen) spawned a 'models/props_c17/fence02a.mdl'
21/07/2019 - 03:23:34 PM	jtroll1942(Citizen) spawned a 'models/props_c17/fence01b.mdl'
21/07/2019 - 03:23:34 PM	jtroll1942(Citizen) spawned a 'models/hunter/blocks/cube1x3x025.mdl'
21/07/2019 - 03:23:34 PM	jtroll1942(Citizen) spawned a 'models/props_building_details/storefront_template001a_bars.mdl'
21/07/2019 - 03:23:34 PM	jtroll1942(Citizen) spawned a 'models/hunter/blocks/cube4x6x025.mdl'
21/07/2019 - 03:23:43 PM	Big Boi Blumbing(Gun Dealer) used 'material'
21/07/2019 - 03:23:43 PM	Big Boi Blumbing(Gun Dealer) used 'material'
21/07/2019 - 03:23:44 PM	Big Boi Blumbing(Gun Dealer) used 'material'
21/07/2019 - 03:24:08 PM	Big Boi Blumbing(Gun Dealer) used 'material'
21/07/2019 - 03:24:10 PM	Big Boi Blumbing(Gun Dealer) used 'material'
21/07/2019 - 03:24:10 PM	Big Boi Blumbing(Gun Dealer) used 'material'
21/07/2019 - 03:24:11 PM	Big Boi Blumbing(Gun Dealer) used 'material'
21/07/2019 - 03:24:14 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:24:15 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:24:15 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/props_building_details/storefront_template001a_bars.mdl'
21/07/2019 - 03:24:16 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:24:16 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/props_building_details/storefront_template001a_bars.mdl'
21/07/2019 - 03:24:22 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube05x1x05.mdl'
21/07/2019 - 03:24:32 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:24:32 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:24:32 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:24:33 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:24:33 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:24:34 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:24:34 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube05x1x05.mdl'
21/07/2019 - 03:24:34 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:24:34 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube05x1x05.mdl'
21/07/2019 - 03:24:38 PM	Big Boi Blumbing(Gun Dealer) used 'material'
21/07/2019 - 03:24:38 PM	Big Boi Blumbing(Gun Dealer) used 'material'
21/07/2019 - 03:24:45 PM	Big Boi Blumbing(Gun Dealer) used 'fading_door'
21/07/2019 - 03:24:54 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) changed his team from 'Citizen' to 'Robber'
21/07/2019 - 03:24:55 PM	Big Boi Blumbing(Gun Dealer) used 'keypad_willox'
21/07/2019 - 03:24:58 PM	Big Boi Blumbing(Gun Dealer) used 'keypad_willox'
21/07/2019 - 03:25:08 PM	William(Citizen) used 'remover'
21/07/2019 - 03:25:11 PM	William(Citizen) used 'remover'
21/07/2019 - 03:25:11 PM	William(Citizen) used 'remover'
21/07/2019 - 03:25:11 PM	William(Citizen) used 'remover'
21/07/2019 - 03:25:11 PM	William(Citizen) used 'remover'
21/07/2019 - 03:25:12 PM	William(Citizen) used 'remover'
21/07/2019 - 03:25:12 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:25:12 PM	William(Citizen) used 'remover'
21/07/2019 - 03:25:12 PM	William(Citizen) used 'remover'
21/07/2019 - 03:25:16 PM	William(Citizen) said 'no music'
21/07/2019 - 03:25:20 PM	William(Citizen) said 'ye'
21/07/2019 - 03:25:20 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:21 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:21 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:21 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:25:22 PM	William(Citizen) said 'was that u?'
21/07/2019 - 03:25:22 PM	jtroll1942(Citizen) bought 'Bronze Printer' for $1500
21/07/2019 - 03:25:22 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:22 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:23 PM	jtroll1942(Citizen) bought 'Silver Printer' for $3500
21/07/2019 - 03:25:23 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:23 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:23 PM	jtroll1942(Citizen) bought 'Gold Printer' for $250000
21/07/2019 - 03:25:23 PM	BexGasm(Citizen) used 'duplicator'
21/07/2019 - 03:25:23 PM	BexGasm(Citizen) used 'wire_pod'
21/07/2019 - 03:25:24 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:24 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:24 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:25:25 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:25 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:25:25 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:25 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:25:26 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:26 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:25:27 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:27 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:25:28 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:28 PM	William(Citizen) said 'i sent u an email'
21/07/2019 - 03:25:28 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:29 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:29 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:25:29 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:29 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:25:30 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:30 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:30 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:25:31 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:31 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:25:32 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:32 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:25:33 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:33 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:34 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:34 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:35 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:35 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:25:35 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:35 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:25:36 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:37 PM	Big Boi Blumbing(Gun Dealer) used 'stacker_improved'
21/07/2019 - 03:25:37 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:25:40 PM	William(Citizen) said 'what the fuck am i looking at'
21/07/2019 - 03:25:46 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/props_phx/construct/metal_tube.mdl'
21/07/2019 - 03:25:52 PM	William(Citizen) said 'ok thats it ur getting demoted'
21/07/2019 - 03:26:01 PM	William(Citizen) used ULX command ' removeuserid STEAM_0:1:63382511'
21/07/2019 - 03:26:16 PM	William(Citizen) used ULX command ' adduserid STEAM_0:1:63382511 superadmin'
21/07/2019 - 03:26:20 PM	Big Boi Blumbing(Gun Dealer) spawned a 'models/props_phx/construct/metal_tube.mdl'
21/07/2019 - 03:26:26 PM	BexGasm(Citizen) used 'duplicator'
21/07/2019 - 03:26:26 PM	BexGasm(Citizen) spawned a 'models/props_junk/garbage_newspaper001a.mdl'
21/07/2019 - 03:26:26 PM	BexGasm(Citizen) spawned a 'models/hunter/plates/plate025x05.mdl'
21/07/2019 - 03:26:26 PM	BexGasm(Citizen) spawned a 'models/hunter/plates/plate025x025.mdl'
21/07/2019 - 03:26:26 PM	BexGasm(Citizen) spawned a 'models/hunter/plates/plate025x025.mdl'
21/07/2019 - 03:26:26 PM	BexGasm(Citizen) spawned a 'models/props_c17/furniturecouch002a.mdl'
21/07/2019 - 03:26:35 PM	BexGasm(Citizen) used 'duplicator'
21/07/2019 - 03:26:35 PM	BexGasm(Citizen) spawned a 'models/hunter/blocks/cube1x1x1.mdl'
21/07/2019 - 03:26:35 PM	BexGasm(Citizen) spawned a 'models/hunter/blocks/cube075x1x025.mdl'
21/07/2019 - 03:26:35 PM	BexGasm(Citizen) spawned a 'models/hunter/blocks/cube025x025x025.mdl'
21/07/2019 - 03:26:35 PM	BexGasm(Citizen) spawned a 'models/props_junk/popcan01a.mdl'
