20/07/2019 - 03:13:41 AM	Derp(Joining/Connecting) connected from the server
20/07/2019 - 03:16:35 AM	William(Citizen) said 'alright guys have a goodnight'
20/07/2019 - 03:16:42 AM	William(Citizen) said 'goodnight doof'
20/07/2019 - 03:16:45 AM	Doof(Hitman) said 'night'
20/07/2019 - 03:16:48 AM	William(Citizen) disconnected from the server
20/07/2019 - 03:16:50 AM	Doof(Hitman) bought 'Diamond Printer' for $1000000
20/07/2019 - 03:17:29 AM	Doof(Hitman) used 'wire_user'
20/07/2019 - 03:17:31 AM	Doof(Hitman) used 'wire_user'
20/07/2019 - 03:17:34 AM	Doof(Hitman) used 'wire_user'
20/07/2019 - 03:17:36 AM	Doof(Hitman) used 'wire_user'
20/07/2019 - 03:17:38 AM	Doof(Hitman) used 'wire_user'
20/07/2019 - 03:17:41 AM	Doof(Hitman) used 'wire_user'
20/07/2019 - 03:17:44 AM	Doof(Hitman) used 'wire_user'
20/07/2019 - 03:17:48 AM	Doof(Hitman) used 'wire_user'
20/07/2019 - 03:17:53 AM	Doof(Hitman) used 'wire_user'
20/07/2019 - 03:17:57 AM	Doof(Hitman) used 'wire_user'
20/07/2019 - 03:18:24 AM	Doof(Hitman) bought 'Gold Printer' for $200000
20/07/2019 - 03:18:56 AM	Dio(Citizen) disconnected from the server
20/07/2019 - 03:18:58 AM	Doof(Hitman) used 'wire_gates'
20/07/2019 - 03:19:04 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:05 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:07 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:07 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:07 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:08 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:11 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:11 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:11 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:12 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:14 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:14 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:14 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:14 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:17 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:17 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:17 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:18 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:20 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:20 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:20 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:22 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:23 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:23 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:23 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:19:48 AM	Doof(Hitman) bought 'Silver Printer' for $3500
20/07/2019 - 03:19:50 AM	Doof(Hitman) bought 'Silver Printer' for $3500
20/07/2019 - 03:20:11 AM	Doof(Hitman) bought 'Bronze Printer' for $1500
20/07/2019 - 03:20:13 AM	Doof(Hitman) bought 'Bronze Printer' for $1500
20/07/2019 - 03:21:38 AM	[HURT] The world hurt Doof(Hitman) with 3 damage using fall damage
20/07/2019 - 03:37:55 AM	Doof(Hitman) said 'yo ricardo where are you'
20/07/2019 - 03:40:19 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 03:40:24 AM	RICARDO(The God Ricardo) said '!goto doof'
20/07/2019 - 03:40:24 AM	RICARDO(The God Ricardo) used ULX command ' goto doof'
20/07/2019 - 03:40:26 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 03:40:52 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:41:03 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 03:41:18 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 03:42:13 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:43:29 AM	Doof(Hitman) used 'wire_gates'
20/07/2019 - 03:43:33 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:34 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:34 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:34 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:34 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:35 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:35 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:35 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:36 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:37 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:37 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:37 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:37 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:38 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:38 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:38 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:39 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:40 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:40 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:40 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:41 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:42 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:42 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:43:42 AM	Doof(Hitman) used 'wire_adv'
20/07/2019 - 03:45:40 AM	RICARDO(The God Ricardo) said '!goto doog'
20/07/2019 - 03:45:40 AM	RICARDO(The God Ricardo) used ULX command ' goto doog'
20/07/2019 - 03:45:43 AM	RICARDO(The God Ricardo) said '!got doo'
20/07/2019 - 03:45:49 AM	RICARDO(The God Ricardo) said '!goto doo'
20/07/2019 - 03:45:49 AM	RICARDO(The God Ricardo) used ULX command ' goto doo'
20/07/2019 - 03:45:51 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 03:45:54 AM	RICARDO(The God Ricardo) said '!goto doo'
20/07/2019 - 03:45:54 AM	RICARDO(The God Ricardo) used ULX command ' goto doo'
20/07/2019 - 03:45:57 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 03:46:33 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:46:54 AM	RICARDO(The God Ricardo) entered 'vc_drivebymode_toggle'
20/07/2019 - 03:47:14 AM	RICARDO(The God Ricardo) entered 'vc_drivebymode_toggle'
20/07/2019 - 03:48:05 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:48:08 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:48:12 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:48:16 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:48:50 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:48:55 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:48:58 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:49:05 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:49:11 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:49:14 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:49:41 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:50:15 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:50:18 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:51:20 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:51:50 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:51:53 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:51:54 AM	[HURT] Something hurt Doof(Hitman) with 3 damage using Entity [0][worldspawn]
20/07/2019 - 03:51:57 AM	[HURT] Something hurt Doof(Hitman) with 3 damage using Entity [1721][cityworker_hydrant]
20/07/2019 - 03:52:03 AM	[HURT] Something hurt Doof(Hitman) with 3 damage using Entity [0][worldspawn]
20/07/2019 - 03:52:05 AM	[HURT] Something hurt Doof(Hitman) with 4 damage using Entity [0][worldspawn]
20/07/2019 - 03:52:32 AM	[HURT] Something hurt Doof(Hitman) with 18 damage using Entity [0][worldspawn]
20/07/2019 - 03:52:44 AM	RICARDO(The God Ricardo) entered 'gm_spawnsent'
20/07/2019 - 03:52:51 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:53:07 AM	Doof(Hitman) said 'game lagged sorry'
20/07/2019 - 03:53:50 AM	[HURT] The world hurt Doof(Hitman) with 6 damage using fall damage
20/07/2019 - 03:53:57 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 03:54:03 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 03:54:04 AM	Doof(Hitman) said 'thanks'
20/07/2019 - 03:54:16 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:55:00 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:56:04 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:56:05 AM	Doof(Hitman) entered 'gm_spawnvehicle'
20/07/2019 - 03:56:27 AM	RICARDO(The God Ricardo) entered 'gm_spawnvehicle'
20/07/2019 - 03:56:49 AM	RICARDO(The God Ricardo) entered 'vc_drivebymode_toggle'
20/07/2019 - 03:56:51 AM	[HURT] Something hurt RICARDO(The God Ricardo) with 3 damage using Entity [0][worldspawn]
20/07/2019 - 03:57:01 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 03:57:09 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 03:57:12 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 03:57:13 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 03:57:14 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 03:57:14 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 03:58:22 AM	RICARDO(The God Ricardo) disconnected from the server
20/07/2019 - 03:58:53 AM	Doof(Mayor) changed his team from 'Hitman' to 'Mayor'
20/07/2019 - 04:02:05 AM	Doof(Mayor) bought 'Generator' for $6000
20/07/2019 - 04:02:19 AM	Doof(Mayor) bought 'Extension Lead' for $500
20/07/2019 - 04:02:22 AM	Doof(Mayor) bought 'Extension Lead' for $500
20/07/2019 - 04:03:06 AM	Doof(Mayor) bought 'Bitminer Rack' for $100000
20/07/2019 - 04:03:16 AM	Doof(Mayor) bought 'Bitminer Server' for $50000
20/07/2019 - 04:03:18 AM	Doof(Mayor) bought 'Bitminer Server' for $50000
20/07/2019 - 04:03:20 AM	Doof(Mayor) bought 'Bitminer Server' for $50000
20/07/2019 - 04:03:22 AM	Doof(Mayor) bought 'Bitminer Server' for $50000
20/07/2019 - 04:03:38 AM	Doof(Mayor) bought 'Bitminer Server' for $50000
20/07/2019 - 04:03:41 AM	Doof(Mayor) bought 'Bitminer Server' for $50000
20/07/2019 - 04:03:43 AM	Doof(Mayor) bought 'Bitminer Server' for $50000
20/07/2019 - 04:03:45 AM	Doof(Mayor) bought 'Bitminer Server' for $50000
20/07/2019 - 04:03:51 AM	Doof(Mayor) bought 'Power Lead' for $500
20/07/2019 - 04:04:08 AM	Doof(Mayor) bought 'Fuel' for $500
20/07/2019 - 04:44:42 AM	Doof(Mayor) bought 'Fuel' for $500
20/07/2019 - 04:44:44 AM	Doof(Mayor) bought 'Fuel' for $500
20/07/2019 - 04:59:27 AM	Doof(Mayor) bought 'Fuel' for $500
20/07/2019 - 04:59:31 AM	Doof(Mayor) bought 'Fuel' for $500
20/07/2019 - 05:12:01 AM	Doof(Mayor) bought 'Fuel' for $500
20/07/2019 - 05:12:04 AM	Doof(Mayor) bought 'Fuel' for $500
20/07/2019 - 05:13:29 AM	Littl3Drumm3rBoi(Joining/Connecting) connected from the server
20/07/2019 - 05:14:26 AM	Doof(Mayor) entered '_DarkRP_DoAnimation'
20/07/2019 - 05:14:27 AM	Littl3Drumm3rBoi(Citizen) said '// wanna make some money'
20/07/2019 - 05:14:33 AM	Doof(Mayor) said 'oh hi'
20/07/2019 - 05:14:46 AM	Doof(Mayor) said 'hello'
20/07/2019 - 05:15:37 AM	Littl3Drumm3rBoi(Robber) changed his team from 'Citizen' to 'Robber'
20/07/2019 - 05:15:59 AM	Doof(Robber) changed his team from 'Mayor' to 'Robber'
20/07/2019 - 05:17:07 AM	Doof(Police Officer) changed his team from 'Robber' to 'Police Officer'
20/07/2019 - 05:17:45 AM	[HURT] Something hurt Littl3Drumm3rBoi(Robber) with 5 damage using Entity [0][worldspawn]
20/07/2019 - 05:17:57 AM	Doof(Police Officer) arrested Littl3Drumm3rBoi(Robber) for 120 seconds
20/07/2019 - 05:18:17 AM	Doof(Police Officer) used door ram on 'prop_vehicle_jeep'. Success : 'no'
20/07/2019 - 05:18:18 AM	Doof(Police Officer) used door ram on 'prop_vehicle_jeep'. Success : 'no'
20/07/2019 - 05:18:22 AM	Doof(Hitman) changed his team from 'Police Officer' to 'Hitman'
20/07/2019 - 05:18:44 AM	Doof(Hitman) lockpicked 'prop_vehicle_jeep'. Success : 'yes'
20/07/2019 - 05:18:50 AM	[HURT] Something hurt Doof(Hitman) with 7 damage using Entity [0][worldspawn]
20/07/2019 - 05:18:56 AM	[HURT] Something hurt Doof(Hitman) with 5 damage using Entity [0][worldspawn]
20/07/2019 - 05:19:02 AM	[HURT] Something hurt Doof(Hitman) with 4 damage using Entity [0][worldspawn]
20/07/2019 - 05:19:08 AM	[HURT] Something hurt Doof(Hitman) with 3 damage using Entity [1536][func_door]
20/07/2019 - 05:19:22 AM	[HURT] Something hurt Doof(Hitman) with 7 damage using Entity [0][worldspawn]
20/07/2019 - 05:19:32 AM	[HURT] The world hurt Doof(Hitman) with 29 damage using fall damage
20/07/2019 - 05:22:33 AM	Doof(Hitman) said '/dropmoney 175000'
20/07/2019 - 05:23:39 AM	Littl3Drumm3rBoi(Robber) disconnected from the server
20/07/2019 - 05:25:57 AM	Doof(Hitman) bought 'Fuel' for $500
20/07/2019 - 05:25:59 AM	Doof(Hitman) bought 'Fuel' for $500
20/07/2019 - 05:27:01 AM	Doof(Weed Grower) changed his team from 'Hitman' to 'Weed Grower'
20/07/2019 - 05:27:45 AM	Doof(Weed Grower) bought 'Tip Jar' for $0
20/07/2019 - 05:30:00 AM	Doof(Weed Grower) bought 'Oven' for $5000
20/07/2019 - 05:30:21 AM	Doof(Mayor) changed his team from 'Weed Grower' to 'Mayor'
20/07/2019 - 05:30:39 AM	Doof(Mayor) bought 'Fuel' for $500
20/07/2019 - 05:30:41 AM	Doof(Mayor) bought 'Fuel' for $500
20/07/2019 - 05:58:23 AM	Doof(Mayor) bought 'Fuel' for $500
20/07/2019 - 05:58:25 AM	Doof(Mayor) bought 'Fuel' for $500
20/07/2019 - 05:59:26 AM	Doof(Mayor) disconnected from the server
20/07/2019 - 09:54:27 AM	Dio(Joining/Connecting) connected from the server
20/07/2019 - 09:57:20 AM	Dio(Citizen) entered 'gm_spawnsent'
20/07/2019 - 09:57:44 AM	Dio(Citizen) entered 'gm_spawnsent'
20/07/2019 - 09:57:51 AM	Dio(Citizen) used 'remover'
20/07/2019 - 09:57:54 AM	Dio(Citizen) entered 'gm_spawnsent'
20/07/2019 - 09:58:22 AM	[HURT] Something hurt Dio(Citizen) with 2 damage using Entity [0][worldspawn]
20/07/2019 - 09:58:59 AM	Dio(Citizen) used 'remover'
20/07/2019 - 09:59:08 AM	[HURT] Something hurt Dio(Citizen) with 3 damage using Entity [0][worldspawn]
20/07/2019 - 09:59:24 AM	[HURT] Something hurt Dio(Citizen) with 2 damage using Entity [0][worldspawn]
20/07/2019 - 09:59:58 AM	Dio(Citizen) entered 'gm_spawnsent'
20/07/2019 - 10:00:01 AM	Dio(Citizen) entered 'gm_spawnsent'
20/07/2019 - 10:00:01 AM	Dio(Citizen) entered 'gm_spawnsent'
20/07/2019 - 10:00:01 AM	Dio(Citizen) entered 'gm_spawnsent'
20/07/2019 - 10:00:01 AM	Dio(Citizen) entered 'gm_spawnsent'
20/07/2019 - 10:00:02 AM	Dio(Citizen) entered 'gm_spawnsent'
20/07/2019 - 10:00:02 AM	Dio(Citizen) entered 'gm_spawnsent'
20/07/2019 - 10:00:02 AM	Dio(Citizen) entered 'gm_spawnsent'
20/07/2019 - 10:00:02 AM	Dio(Citizen) entered 'gm_spawnsent'
20/07/2019 - 10:00:05 AM	Dio(Citizen) used 'remover'
20/07/2019 - 10:00:06 AM	Dio(Citizen) used 'remover'
20/07/2019 - 10:00:06 AM	Dio(Citizen) used 'remover'
20/07/2019 - 10:00:07 AM	Dio(Citizen) used 'remover'
20/07/2019 - 10:00:07 AM	Dio(Citizen) used 'remover'
20/07/2019 - 10:00:07 AM	Dio(Citizen) used 'remover'
20/07/2019 - 10:00:08 AM	Dio(Citizen) used 'remover'
20/07/2019 - 10:00:08 AM	Dio(Citizen) used 'remover'
20/07/2019 - 10:00:09 AM	Dio(Citizen) used 'remover'
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:18 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:19 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:19 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:19 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:19 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:19 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:19 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:19 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:19 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:19 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:19 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:19 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:19 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:19 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:19 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:19 AM	[HURT] Something hurt Dio(Citizen) with 1 damage using Entity [983][func_door_rotating]
20/07/2019 - 10:00:36 AM	[HURT] The world hurt Dio(Citizen) with 12 damage using fall damage
20/07/2019 - 10:00:45 AM	Dio(Citizen) entered 'gm_spawnvehicle'
20/07/2019 - 10:00:59 AM	Dio(Citizen) entered 'gm_spawnvehicle'
20/07/2019 - 10:01:01 AM	Dio(Citizen) used 'remover'
20/07/2019 - 10:03:13 AM	Dio(Citizen) entered 'vc_drivebymode_toggle'
20/07/2019 - 10:04:57 AM	Dio(Robber) changed his team from 'Citizen' to 'Robber'
20/07/2019 - 10:05:03 AM	[HURT] Something hurt Dio(Robber) with 3 damage using Entity [0][worldspawn]
20/07/2019 - 10:06:57 AM	Dio(Robber) entered 'gm_spawnsent'
20/07/2019 - 10:06:57 AM	Dio(Robber) entered 'gm_spawnsent'
20/07/2019 - 10:06:57 AM	Dio(Robber) entered 'gm_spawnsent'
20/07/2019 - 10:06:57 AM	Dio(Robber) entered 'gm_spawnsent'
20/07/2019 - 10:07:46 AM	Dio(Robber) used 'remover'
20/07/2019 - 10:07:46 AM	Dio(Robber) used 'remover'
20/07/2019 - 10:07:46 AM	Dio(Robber) used 'remover'
20/07/2019 - 10:07:47 AM	Dio(Robber) used 'remover'
20/07/2019 - 10:07:47 AM	Dio(Robber) used 'remover'
20/07/2019 - 10:07:48 AM	Dio(Robber) used 'remover'
20/07/2019 - 10:07:49 AM	Dio(Robber) used 'remover'
20/07/2019 - 10:07:49 AM	Dio(Robber) used 'remover'
20/07/2019 - 10:07:50 AM	Dio(Robber) used 'remover'
20/07/2019 - 10:07:50 AM	Dio(Robber) used 'remover'
20/07/2019 - 10:07:51 AM	Dio(Robber) used 'remover'
20/07/2019 - 10:07:52 AM	Dio(Robber) used 'remover'
20/07/2019 - 10:07:52 AM	Dio(Robber) used 'remover'
20/07/2019 - 10:07:58 AM	[HURT] The world hurt Dio(Robber) with 43 damage using fall damage
20/07/2019 - 10:45:58 AM	RICARDO(Joining/Connecting) connected from the server
20/07/2019 - 10:47:14 AM	RICARDO(Citizen) said '!motd'
20/07/2019 - 10:47:14 AM	RICARDO(Citizen) used ULX command ' motd'
20/07/2019 - 10:47:38 AM	RICARDO(The God Ricardo) changed his team from 'Citizen' to 'The God Ricardo'
20/07/2019 - 10:47:47 AM	RICARDO(The God Ricardo) said '!goto dio'
20/07/2019 - 10:47:47 AM	RICARDO(The God Ricardo) used ULX command ' goto dio'
20/07/2019 - 10:47:48 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 10:47:53 AM	RICARDO(The God Ricardo) said '!goto dioi\'
20/07/2019 - 10:47:53 AM	RICARDO(The God Ricardo) used ULX command ' goto dioi\'
20/07/2019 - 10:47:57 AM	RICARDO(The God Ricardo) said '!goto dio'
20/07/2019 - 10:47:57 AM	RICARDO(The God Ricardo) used ULX command ' goto dio'
20/07/2019 - 10:47:58 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 10:48:19 AM	RICARDO(The God Ricardo) used ULX command ' noclip'
20/07/2019 - 10:48:20 AM	RICARDO(Police Officer) changed his team from 'The God Ricardo' to 'Police Officer'
20/07/2019 - 10:48:23 AM	RICARDO(Police Officer) said '!goto diio'
20/07/2019 - 10:48:23 AM	RICARDO(Police Officer) used ULX command ' goto diio'
20/07/2019 - 10:48:26 AM	RICARDO(Police Officer) said '!goto dio'
20/07/2019 - 10:48:26 AM	RICARDO(Police Officer) used ULX command ' goto dio'
20/07/2019 - 10:48:29 AM	RICARDO(Police Officer) used ULX command ' noclip'
